names,År,FV_NetID,Ellev (el/varme),CO2 - El&Varme,Varme_Lev_til_net,Kul,Olie,Gas,Affald (fossil),Halm,Skovflis,Brænde,Træpiller,Træaffald,Affald (bio),"Biobrændsler
(bioolie)",Biogas,Overskudsvarme,Solvarme,El,CO2 - Varme,CO2 - El,andel kraftvarme,andel kedler,andel andet, kraftvarme - andel   Kul, kraftvarme - andel   Olie, kraftvarme - andel   Gas, kraftvarme - andel   Affald (fossil), kraftvarme - andel   Halm, kraftvarme - andel   Skovflis, kraftvarme - andel   Brænde, kraftvarme - andel   Træpiller, kraftvarme - andel   Træaffald, kraftvarme - andel   Affald (bio)," kraftvarme - andel   Biobrændsler
(bioolie)", kraftvarme - andel   Biogas, kedler - andel   Kul, kedler - andel   Olie, kedler - andel   Gas, kedler - andel   Affald (fossil), kedler - andel   Halm, kedler - andel   Skovflis, kedler - andel   Brænde, kedler - andel   Træpiller, kedler - andel   Træaffald, kedler - andel   Affald (bio)," kedler - andel   Biobrændsler
(bioolie)", kedler - andel   Biogas,Andet - andel overskudsvarme,Andet - andel solvarme,Andet - andel varmepumper og elkedler,forsyid
Hals Fjernvarme,2022,293,0.0,0.0997905229970326,97056.0,0.0,0.0012564910979228,0.0,0.0,0.4440117045829212,0.4526761869436201,0,0.0,0.0,0.0,0.0,0.0,0.0560089020771513,0.0,0.0,0.0997905229970326,0.0,0.0,0.9439910979228489,0.0560089020771512,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0005108055009823,0.0,0.0,0.4588605108055009,0.5406286836935167,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22662910
Halvrimmen Fjernvarme,2020,276,0.0317089720347628,11.506373847836567,38146.932,0.0,0.0,0.2022565274712,0.0,0.0,0.0,0,0.2663241699227607,0.0,0.0,0.0,0.0,0.0,0.0,0.2025170883991404,7.899804788809753,3.6065690590268176,0.0497717614617081,0.3636028187011212,0.5866254198371705,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2861503243037008,0.0,0.0,0.0,0,0.7138496756962991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16374172
Halvrimmen Fjernvarme,2021,276,0.0622061615871935,19.394512553688347,43056.828,0.0,0.0,0.3409125075353901,0.0,0.0,0.0,0,0.432183485508965,0.0,0.0,0.0,0.0,0.0,0.0,0.1211487571727299,11.706281332382405,7.688231221305943,0.0962774127253405,0.540987088040949,0.3627354992337105,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.2735872822560827,0.0,0.0,0.0,0,0.7264127177439172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16374172
Halvrimmen Fjernvarme,2022,276,0.0774775667660311,15.775294869326892,37776.096,0.0,0.0,0.277294689212988,0.0,0.0,0.0,0,0.6210594128096245,0.0,0.0,0.0,0.0,0.0,0.0,0.0971591558852455,6.08786692060503,9.687427948721858,0.1211718648745492,0.6058745721103632,0.2729535630150875,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0690505626283884,0.0,0.0,0.0,0,0.9309494373716116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16374172
Hammel Fjernvarme,2020,204,2.2891883053658656e-06,18.04453002086974,838201.0320000001,0.0,0.0020763978252892,0.0029514294370374,0.1876527754024526,0.2782882519762872,0.2087348897465923,0,0.0023901187465968,0.0,0.2293533921585532,8.422084596049506e-06,0.0,0.0,0.0,0.0003650675533885,18.04410316314189,0.0004268577278487,6.411664236360958e-06,0.9987856307936333,0.0012079575421304,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0024695706510206,0.0026812799820871,0.2265303431382969,0.2601464698192091,0.2292902662329736,0,0.0020043753973523,0.0,0.2768704193912518,7.275387808127652e-06,0.0,0.0,0.0,1.0,42272612
Hammel Fjernvarme,2021,204,0.0,20.14655965439139,931417.8839999998,0.0,0.0018084464115786,0.0031952768474005,0.2099729062105919,0.2572593935720479,0.2806234500002365,0,0.0087742571195895,0.0,0.2566335520351679,0.0001315735955956,0.0,0.0,0.0,0.00451827270261,20.14655965439139,0.0,0.0,0.986132110815257,0.013867889184743,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.001758146041557,0.0030140410808704,0.2038156778122355,0.2452269288775276,0.2876390726175779,0,0.009322147950983,0.0,0.2491080506593989,0.0001159349598495,0.0,0.0,0.0,1.0,42272612
Hammel Fjernvarme,2022,204,0.0,14.944501122763851,886847.22,0.0,0.0010310620807944,0.0036172593516163,0.1552480256971432,0.2913414499963139,0.2799875721547619,0,0.0067059239358048,0.0,0.189747586963175,0.0038514632768426,0.0,0.0,0.0,0.0018154432507551,14.944501122763851,0.0,0.0,0.995624048976553,0.004375951023447,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.001191894662035,0.003338382902489,0.1829235718180198,0.2750757384408798,0.3028722202142184,0,0.0066516096954174,0.0,0.2235732544442465,0.0043733278226939,0.0,0.0,0.0,1.0,42272612
Hammershøj Fjernvarme,2020,265,0.1400371357737829,47.47254897150504,34705.08,0.0,0.0,0.8344621018018111,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.313371990498221,0.0657655882078358,32.85680023235791,14.615748739147126,0.1698113207547169,0.4303872889771598,0.3998013902681233,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6850471932439146,0.3149528067560854,23067919
Hammershøj Fjernvarme,2021,265,0.2657810530398525,46.32417604867642,37126.8,0.0,0.0,0.8142762532725685,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246678948899447,0.090371375933288,21.247529627654416,25.07664642102201,0.317612727101572,0.2087922432457874,0.4735950296526405,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.460544623335321,0.5394553766646789,23067919
Hammershøj Fjernvarme,2022,265,0.3219532818940915,46.86354188140788,34059.600000000006,0.0,0.0,0.8237571081281048,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2840080329774865,0.0845576577528802,14.419874205686504,32.44366767572138,0.4087305781629848,0.0480921678469506,0.5431772539900646,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5228643705000973,0.4771356294999027,23067919
Hanstholm Fjernvarme,2020,234,0.0,0.0,111324.0,0.0,0.0,0.0,0.0,0.0,0.5745571485034673,0,0.0,0.0,0.0,0.0,0.0,0.3191584923286982,0.0,0.0624124178074808,0.0,0.0,0.0,0.6235421319437059,0.3764578680562941,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.8364329770704836,0.0,0.1635670229295164,23011514
Hanstholm Fjernvarme,2021,234,0.0,0.0,120046.84,0.0,0.0,0.0,0.0,0.0,0.6763884830287911,0,0.0,0.0,0.0,0.0,0.0,0.1305810298713402,0.0,0.1314403611123791,0.0,0.0,0.0,0.7395709451929627,0.2604290548070372,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.4983601887658624,0.0,0.5016398112341376,23011514
Hanstholm Fjernvarme,2022,234,0.0,0.0,110250.0,0.0,0.0,0.0,0.0,0.0,0.7645599092970522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1677097505668934,0.0,0.0,0.0,0.8337409632054095,0.1662590367945905,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23011514
Harboøre Fjernvarme,2020,185,0.3247301057317752,0.014380270358004,64691.99999999999,0.0,0.0001940657268286,0.0,0.0,0.0,1.4627156371730663,0,0.0,0.0,0.0,0.0715734557595993,0.0,0.0,0.0,0.0,0.0047864056955469,0.0095938646624571,0.9377846846364076,0.0622153153635925,0.0,0.0,0.0001326573516082,0.0,0.0,0.0,0.9998673426483918,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16016438
Harboøre Fjernvarme,2021,185,0.2999591544981108,0.0,70509.6,0.0,0.0,0.0,0.0,0.0,1.3653601779048523,0,0.0,0.0,0.0,0.0848850369311412,0.0,0.0,0.0,0.0,0.0,0.0,0.9244353795642224,0.0755646204357775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16016438
Harboøre Fjernvarme,2022,185,0.2990851318746239,0.0,65202.84,0.0,0.0,0.0,0.0,0.0,1.488861528117487,0,0.0,0.0,0.0,0.0001153937466527,0.0,0.0,0.0,0.0,0.0,0.0,0.9998980024586775,0.0001019975413224,-8.433737649221618e-17,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16016438
Harlev-Framlev Fjernvarme,2020,229,0.0,0.2004480562890589,119619.61992,0.0,0.0027051019742113,0.0,0.0,1.0417438216518289,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004480562890589,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0022262227565853,0.0,0.0,0.9977737772434148,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
Harlev-Framlev Fjernvarme,2021,229,0.0,3.1980275745390805,128026.8,0.0,0.0431582668628755,0.0,0.0,0.8805773478677901,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042348227089953,3.1980275745390805,0.0,0.0,0.8984478249866436,0.1015521750133564,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.039428508833701,0.0,0.0,0.9605714911662988,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Harlev-Framlev Fjernvarme,2022,229,0.0,0.2284149944556869,114387.48,0.0,0.0030825235419121,0.0,0.0,1.0386888495139504,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004489477344898,0.2284149944556869,0.0,0.0,0.9993359413110596,0.0006640586889403,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0030201680460552,0.0,0.0,0.9969798319539448,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
Hashøj Fjernvarme,2020,337,0.6843682370567672,9.516584833805004,64875.59999999999,0.0,0.0,0.1672804505854281,0.0,0.0,0.0,0,0.2775696872167656,0.0,0.0,0.0,1.655956939126575,0.0,0.0,0.0,8.719828918467647,0.7967559153373593,0.6644819885425769,0.335518011457423,0.0,0.0,0.0,0.0107045025402519,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.989295497459748,0.0,0.0,0.3693762911434868,0.0,0.0,0.0,0,0.6285631601794243,0.0,0.0,0.0,0.002060548677089,0.0,0.0,0.0,16408530
Hashøj Fjernvarme,2021,337,0.6418551327710753,4.249667026702829,67826.52,0.0,0.0,0.0746997192248695,0.0,0.0,0.0,0,0.2038288268364645,0.0,0.0,0.0,1.6149346892631378,0.0,0.0,0.0,3.52065526154611,0.7290117651567188,0.7599346096482614,0.2400653903517385,0.0,0.0,0.0,0.0100669174590241,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.989933082540976,0.0,0.0,0.2294651034366401,0.0,0.0,0.0,0,0.7669688260004421,0.0,0.0,0.0,0.0035660705629177,0.0,0.0,0.0,16408530
Hashøj Fjernvarme,2022,337,0.4256964674407006,2.2619467394090806,77236.92,0.0,0.0,0.0397600059660587,0.0,0.0,0.3783941669346732,0,0.0351192150075378,0.0,0.0,0.0,1.1110942797822596,0.0,0.0,0.0142159992915305,0.5993987736873517,1.6625479657217286,0.54072068124933,0.4131355833453742,0.0461437354052957,0.0,0.0,0.0324318388971233,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.9675681611028768,0.0,0.0,0.0040269564809021,0.0,0.0,0.9159831673003374,0,0.0796507102000293,0.0,0.0,0.0,0.0003391660187312,0.0,0.0,1.0,16408530
Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2020,470,0.0,0.0,146670.19999999998,0.0,0.0,0.0,0.0,0.0729596059731288,1.0207259552383512,0,0.005488504140582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0560067218513628,0.9397246339065468,0,0.0042686442420903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2021,470,0.0,0.0,164732.11999999997,0.0,0.0,0.0,0.0,0.0970703224119255,1.08449479676459,0,0.0046955020065303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0834095361141332,0.9125258632014206,0,0.0040646006844461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Hasle Fjernvarme (Bornholms Forsyning tidl. Vestbornholms),2022,470,0.0,0.0,146176.91999999998,0.0,0.0,0.0,0.0,0.1620645721636494,0.7523882703233863,0,0.0119717941792726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1422381288849267,0.8472171940686669,0,0.0105446770464063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Haslev Fjernvarme,2020,28,0.1881346199633058,4.797892779232783,257043.60000000003,0.0,0.0,0.0843363118163611,0.0,1.166064823243994,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362740017646811,0.0,4.797892779232783,0.0,0.8793994481870001,0.0843265500483186,0.0362740017646812,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54121016
Haslev Fjernvarme,2021,28,0.1795351572419507,6.963071094746128,269355.60000000003,0.0,0.0,0.1223953435532805,0.0,1.1127650585322897,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297643709653706,0.0034749602384357,6.963071094746128,0.0,0.8585673338515349,0.1112271667314419,0.0302054994170231,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8954563731403298,0.1045436268596702,54121016
Haslev Fjernvarme,2022,28,0.2077761836441893,5.030001963821138,250920.00000000003,0.0,0.0216303590785907,0.0602424390243902,0.0,1.2012832775386575,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426398852223816,0.0093113342898134,5.030001963821138,0.0,0.8661836441893831,0.0818651362984217,0.0519512195121951,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.2642133895591246,0.7357866104408753,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8207677437172052,0.1792322562827948,54121016
Haunstrup Fjernvarme,2020,168,0.0,0.1643322518211875,7440.2,0.0,0.0022177092013655,0.0,0.0,0.0,0.0,0,1.086664336980189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1643322518211875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0020429558345205,0.0,0.0,0.0,0.0,0,0.9979570441654794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Haunstrup Fjernvarme,2021,168,0.0,0.8866359867960237,8052.120000000001,0.0,0.0119653979324699,0.0,0.0,0.0,0.0,0,1.175864244447425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8866359867960237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0099342781776724,0.0,0.0,0.0,0.0,0,0.9900657218223275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Haunstrup Fjernvarme,2022,168,0.0,0.5271547097808146,6705.9936,0.0,0.0071140986475143,0.0,0.0,0.0,0.0,0,1.0483830464735309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5271547097808146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0055347502866689,0.0,0.0,0.0,0.0,0,0.9944652497133312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Havdrup Fjernvarme,2020,339,0.5,6.453429586824067,18907.2,0.0,0.0,0.1134369763899467,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.243969704662774,0.0,0.1947935178133198,0.0,6.453429586824067,0.0,0.6942117288651942,0.111005331302361,0.1947829398324447,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23104113
Havdrup Fjernvarme,2021,339,0.4792910110327363,14.4596085476578,19904.4,0.0,0.0,0.2541678422861276,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.1643169349490563,0.0,0.131880388255863,0.0,14.4596085476578,0.0,0.6342919153553987,0.2338578404774823,0.1318502441671189,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23104113
Havdrup Fjernvarme,2022,339,0.3806303849929109,22.6091804918748,33008.399999999994,0.0,0.0,0.3974192387392301,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.9627656293549522,0.0,0.1339356042704281,0.0,22.6091804918748,0.0,0.4918174921426249,0.3750948303890755,0.1330876774682995,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23104113
Havndal Fjernvarme,2020,369,0.0,0.0,29574.0,0.0,0.0,0.0,0.0,1.022168120646514,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16566179
Havndal Fjernvarme,2021,369,0.0,0.0,31107.6,0.0,0.0,0.0,0.0,1.167174581131299,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16566179
Havndal Fjernvarme,2022,369,0.0,0.0,30668.4,0.0,0.0,0.0,0.0,1.0864929373557146,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16566179
Havneby Fjernvarme (Rømø),2020,471,0.0,1.2086776859504136,16552.8,0.0,0.0163114397564158,0.0,0.0,0.0,1.3566284858150888,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2086776859504136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0147562018819503,0.0,0.0,0.0,0.9852437981180496,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29346909
Havneby Fjernvarme (Rømø),2021,471,0.0,0.0,17974.800000000003,0.0,0.0,0.0,0.0,0.0,1.1847141553730778,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29346909
Havneby Fjernvarme (Rømø),2022,471,0.0,0.0825055314339343,17123.227199999998,0.0,0.0011134349721178,0.0,0.0,0.0,0.9375885639127652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602970449402201,0.0825055314339343,0.0,0.0,0.7992413252567251,0.2007586747432749,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0007654766354697,0.0,0.0,0.0,0.9992345233645302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29346909
Hedensted Fjernvarme,2020,146,0.0372608737386552,28.02396403562981,154817.6256,0.0,0.0,0.4925991217372087,0.0,0.0,0.0,0,0.2475380296750915,0.0,0.0,0.0,0.0,0.0062689606318313,0.1404956310090832,0.0357343033686211,24.018157541411103,4.005806494218706,0.048961867039511,0.6560113527538818,0.2950267802066072,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6424568530077946,0.0,0.0,0.0,0,0.3575431469922054,0.0,0.0,0.0,0.0,0.0212487850338235,0.4762131455005345,0.502538069465642,41529911
Hedensted Fjernvarme,2021,146,0.0456001237081833,23.377629343610845,174278.52719999998,0.0,0.0,0.4109268648903295,0.0,0.0,0.0,0,0.1638454860662834,0.0,0.0,0.0,0.0,0.0093967238896886,0.1009095055056214,0.0899531058235842,18.474856545149876,4.902772798460969,0.0595653415643507,0.460164779267196,0.4802698791684532,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.6731412359888493,0.0,0.0,0.0,0,0.3268587640111505,0.0,0.0,0.0,0.0,0.0195655074308601,0.2101100024851396,0.7703244900840001,41529911
Hedensted Fjernvarme,2022,146,0.0209488999396903,13.36101385661764,167734.43999999997,0.0,0.0,0.2348569846478755,0.0,0.0,0.0,0,0.1537325906355308,0.0,0.0,0.0,0.0,0.0072886641526927,0.1282405688420339,0.1493243176535481,11.115942556698553,2.2450712999190867,0.0287447229084259,0.3684080621725628,0.6028472149190112,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5534861230862442,0.0,0.0,0.0,0,0.4465138769137557,0.0,0.0,0.0,0.0,0.0120904003076002,0.2092005816024274,0.7787090180899723,41529911
Hejnsvig Fjernvarme,2020,130,0.0002265567686531,0.4879950696931773,33369.12,0.0,0.0,0.0085778707979113,0.0,0.0,0.0,0,0.7422431277780175,0.0,0.0,0.0,0.0,0.0,0.2502912872739826,0.0,0.4594555517196737,0.0285395179735036,0.0002265567686531,0.7494821559573641,0.2502912872739827,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0096587065106303,0.0,0.0,0.0,0,0.9903412934893696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15978538
Hejnsvig Fjernvarme,2021,130,0.0,0.6882091268927556,36116.388,0.0,0.0,0.0120971897854237,0.0,0.0,0.0,0,0.8014090445589409,0.0,0.0,0.0,0.0,0.0,0.1875935101815829,0.0,0.6882091268927556,0.0,0.0,0.812406489818417,0.187593510181583,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0135368751940105,0.0,0.0,0.0,0,0.9864631248059894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15978538
Hejnsvig Fjernvarme,2022,130,0.0,0.0086316569511114,32743.367999999995,0.0,0.0,0.0001517253814573,0.0,0.0,0.0,0,0.6440632496938006,0.0965325253040554,0.0,0.0,0.0,0.0,0.2592524996206866,0.0,0.0086316569511114,0.0,0.0,0.644214975075258,0.3557850249247419,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0002355197990231,0.0,0.0,0.0,0,0.9997644802009767,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15978538
Hellevad Fjernvarme,2020,396,0.0,0.9517875996999318,19051.668,0.0,0.0,0.0167303146370176,0.0,0.0,0.0,0,0.0,1.035053203740481,0.0,0.0,0.0,0.0,0.0,0.0,0.9517875996999318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0143954205626821,0.0,0.0,0.0,0,0.0,0.9856045794373176,0.0,0.0,0.0,0.0,0.0,0.0,43597469
Hellevad Fjernvarme,2021,396,0.0364104140654116,8.286960805563236,20961.036,0.0,0.0,0.1456663878636533,0.0,0.0,0.0,0,0.0,1.1130919292347954,0.0,0.0,0.0,0.0,0.0,0.0,4.147593867593185,4.13936693797005,0.0475493409321708,0.952450659067829,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0501103658297406,0.0,0.0,0.0,0,0.0,0.9498896341702594,0.0,0.0,0.0,0.0,0.0,0.0,43597469
Hellevad Fjernvarme,2022,396,0.034687695118285,6.053418056101565,18680.976,0.0,0.0,0.1064056610318433,0.0,0.0,0.0,0,0.0,1.028041331031098,0.0,0.0,0.0,0.0,0.0,0.0102916464321778,2.0858658048701524,3.967552251231413,0.0446703841080336,0.935017954058228,0.0203116618337385,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0149245503749512,0.0,0.0,0.0,0,0.0,0.9850754496250488,0.0,0.0,0.0,0.0,0.0,1.0,43597469
Helsinge Fjernvarme,2020,16,0.1687751328186914,50.89872787797195,164348.856,0.0,0.0,0.8946867266298462,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2453637766727137,0.0300969542495628,33.7198531478917,17.178874730080263,0.1917465126742348,0.5327927564034884,0.2754607309222767,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907395832836335,0.1092604167163666,42760218
